"provider_id","hospital_name","address","city","state","zip_code","county_name","phone_number","measure_id","measure_name","compared_to_national","denominator","score","lower_estimate","higher_estimate","footnote","measure_start_date","measure_end_date"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","35601","MORGAN","(256) 341-2000","PSI_12_POSTOP_PULMEMB_DVT","Serious blood clots after surgery","No Different Than the National Rate","1535","3.70","1.49","5.90",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","35601","MORGAN","(256) 341-2000","PSI_13_POST_SEPSIS","Blood stream infection after surgery","Not Available","Not Available","Not Available","Not Available","Not Available","1","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","35601","MORGAN","(256) 341-2000","PSI_14_POSTOP_DEHIS","A wound that splits open after surgery on the abdomen or pelvis","No Different Than the National Rate","437","1.39","0.39","2.39",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","35601","MORGAN","(256) 341-2000","PSI_15_ACC_LAC","Accidental cuts and tears from medical treatment","No Different Than the National Rate","1364","0.89","0","1.97",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","35601","MORGAN","(256) 341-2000","PSI_3_ULCER","Pressure sores","No Different Than the National Rate","6070","0.52","0","1.05",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","35601","MORGAN","(256) 341-2000","PSI_4_SURG_COMP","Deaths among Patients with Serious Treatable Complications after Surgery","No Different Than the National Rate","68","178.77","135.63","221.91",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","35601","MORGAN","(256) 341-2000","PSI_6_IAT_PTX","Collapsed lung due to medical treatment","No Different Than the National Rate","7695","0.34","0.13","0.55",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","35601","MORGAN","(256) 341-2000","PSI_8_POST_HIP","Broken hip from a fall after surgery","No Different Than the National Rate","6712","0.13","0.05","0.22",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","35601","MORGAN","(256) 341-2000","PSI_90_SAFETY","Serious complications","No Different Than the National Value","Not Available","1.01","0.65","1.36",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","35601","MORGAN","(256) 341-2000","PSI_9_POST_HEM","Perioperative Hemorrhage or Hematoma Rate","No Different Than the National Rate","1464","2.79","1.44","4.14",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736","COMP_HIP_KNEE","Rate of complications for hip/knee replacement patients","Not Available","Not Available","Not Available","Not Available","Not Available","5","2015-04-01T00:00:00.000","2018-03-31T00:00:00.000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736","MORT_30_AMI","Death rate for heart attack patients","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736","MORT_30_CABG","Death rate for CABG surgery patients","Not Available","Not Available","Not Available","Not Available","Not Available","5","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736","MORT_30_COPD","Death rate for COPD patients","No Different Than the National Rate","127","9.3","6.5","13.1",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736","MORT_30_HF","Death rate for heart failure patients","No Different Than the National Rate","83","14.1","10.0","19.0",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736","MORT_30_PN","Death rate for pneumonia patients","No Different Than the National Rate","173","14.5","10.9","19.0",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736","MORT_30_STK","Death rate for stroke patients","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736","PSI_10_POST_KIDNEY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","No Different Than the National Rate","33","1.32","0.01","2.63",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736","PSI_11_POST_RESP","Postoperative Respiratory Failure Rate","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736","PSI_12_POSTOP_PULMEMB_DVT","Serious blood clots after surgery","No Different Than the National Rate","78","3.72","0.74","6.70",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736","PSI_13_POST_SEPSIS","Blood stream infection after surgery","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736","PSI_14_POSTOP_DEHIS","A wound that splits open after surgery on the abdomen or pelvis","No Different Than the National Rate","25","0.94","0","2",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736","PSI_15_ACC_LAC","Accidental cuts and tears from medical treatment","No Different Than the National Rate","50","1.28","0","2.57",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736","PSI_3_ULCER","Pressure sores","No Different Than the National Rate","787","0.38","0","1.46",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736","PSI_4_SURG_COMP","Deaths among Patients with Serious Treatable Complications after Surgery","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736","PSI_6_IAT_PTX","Collapsed lung due to medical treatment","No Different Than the National Rate","1039","0.26","0.03","0.5",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736","PSI_8_POST_HIP","Broken hip from a fall after surgery","No Different Than the National Rate","1007","0.13","0.04","0.22",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736","PSI_90_SAFETY","Serious complications","No Different Than the National Value","Not Available","0.94","0.5","1.38",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","FAYETTE","(205) 487-7736","PSI_9_POST_HEM","Perioperative Hemorrhage or Hematoma Rate","No Different Than the National Rate","79","2.46","0.98","3.94",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110","COMP_HIP_KNEE","Rate of complications for hip/knee replacement patients","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2015-04-01T00:00:00.000","2018-03-31T00:00:00.000"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110","MORT_30_AMI","Death rate for heart attack patients","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110","MORT_30_CABG","Death rate for CABG surgery patients","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110","MORT_30_COPD","Death rate for COPD patients","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110","MORT_30_HF","Death rate for heart failure patients","No Different Than the National Rate","41","11","7.1","16.6",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110","MORT_30_PN","Death rate for pneumonia patients","No Different Than the National Rate","29","16.7","11.5","23.1",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110","MORT_30_STK","Death rate for stroke patients","No Different Than the National Rate","73","15.4","11.4","20.2",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110","PSI_10_POST_KIDNEY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","No Different Than the National Rate","339","1.22","0","2.48",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110","PSI_11_POST_RESP","Postoperative Respiratory Failure Rate","No Different Than the National Rate","288","5.08","0","10.86",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110","PSI_12_POSTOP_PULMEMB_DVT","Serious blood clots after surgery","No Different Than the National Rate","816","3.09","0.73","5.45",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110","PSI_13_POST_SEPSIS","Blood stream infection after surgery","No Different Than the National Rate","320","4.21","0.93","7.49",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110","PSI_14_POSTOP_DEHIS","A wound that splits open after surgery on the abdomen or pelvis","No Different Than the National Rate","234","0.89","0","1.91",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110","PSI_15_ACC_LAC","Accidental cuts and tears from medical treatment","No Different Than the National Rate","573","1.31","0.14","2.48",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110","PSI_3_ULCER","Pressure sores","No Different Than the National Rate","1865","0.74","0","1.49",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110","PSI_4_SURG_COMP","Deaths among Patients with Serious Treatable Complications after Surgery","No Different Than the National Rate","73","154.46","113.19","195.73",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110","PSI_6_IAT_PTX","Collapsed lung due to medical treatment","No Different Than the National Rate","2449","0.24","0.02","0.47",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110","PSI_8_POST_HIP","Broken hip from a fall after surgery","No Different Than the National Rate","1833","0.11","0.01","0.2",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110","PSI_90_SAFETY","Serious complications","No Different Than the National Value","Not Available","0.90","0.57","1.24",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010087","UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL","36617","MOBILE","(251) 471-7110","PSI_9_POST_HEM","Perioperative Hemorrhage or Hematoma Rate","No Different Than the National Rate","780","2.62","1.27","3.98",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000","COMP_HIP_KNEE","Rate of complications for hip/knee replacement patients","No Different Than the National Rate","252","2.3","1.4","3.7",,"2015-04-01T00:00:00.000","2018-03-31T00:00:00.000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000","MORT_30_AMI","Death rate for heart attack patients","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000","MORT_30_CABG","Death rate for CABG surgery patients","Not Available","Not Available","Not Available","Not Available","Not Available","5","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000","MORT_30_COPD","Death rate for COPD patients","No Different Than the National Rate","265","8.2","6.0","11.2",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000","MORT_30_HF","Death rate for heart failure patients","No Different Than the National Rate","169","13.4","9.9","17.6",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000","MORT_30_PN","Death rate for pneumonia patients","Worse Than the National Rate","288","22.2","18.0","26.8",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000","MORT_30_STK","Death rate for stroke patients","No Different Than the National Rate","62","12.7","9.2","17.2",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000","PSI_10_POST_KIDNEY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","No Different Than the National Rate","464","1.28","0","2.58",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000","PSI_11_POST_RESP","Postoperative Respiratory Failure Rate","No Different Than the National Rate","436","4.23","0","10.27",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000","PSI_12_POSTOP_PULMEMB_DVT","Serious blood clots after surgery","No Different Than the National Rate","729","3.23","0.66","5.80",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000","PSI_13_POST_SEPSIS","Blood stream infection after surgery","No Different Than the National Rate","459","4.22","0.69","7.74",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000","PSI_14_POSTOP_DEHIS","A wound that splits open after surgery on the abdomen or pelvis","No Different Than the National Rate","112","0.93","0","1.97",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000","PSI_15_ACC_LAC","Accidental cuts and tears from medical treatment","No Different Than the National Rate","605","1.15","0","2.39",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000","PSI_3_ULCER","Pressure sores","No Different Than the National Rate","2650","0.85","0.05","1.64",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000","PSI_4_SURG_COMP","Deaths among Patients with Serious Treatable Complications after Surgery","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000","PSI_6_IAT_PTX","Collapsed lung due to medical treatment","No Different Than the National Rate","3475","0.29","0.07","0.52",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000","PSI_8_POST_HIP","Broken hip from a fall after surgery","No Different Than the National Rate","2926","0.10","0.01","0.2",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000","PSI_90_SAFETY","Serious complications","No Different Than the National Value","Not Available","0.92","0.56","1.27",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL","35502","WALKER","(205) 387-4000","PSI_9_POST_HEM","Perioperative Hemorrhage or Hematoma Rate","No Different Than the National Rate","716","2.36","0.91","3.81",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000","COMP_HIP_KNEE","Rate of complications for hip/knee replacement patients","No Different Than the National Rate","418","2.5","1.6","3.9",,"2015-04-01T00:00:00.000","2018-03-31T00:00:00.000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000","MORT_30_AMI","Death rate for heart attack patients","No Different Than the National Rate","244","14.6","11.8","18.1",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000","MORT_30_CABG","Death rate for CABG surgery patients","No Different Than the National Rate","139","2.8","1.4","5.3",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000","MORT_30_COPD","Death rate for COPD patients","No Different Than the National Rate","360","8.5","6.5","11.2",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000","MORT_30_HF","Death rate for heart failure patients","No Different Than the National Rate","504","14","11.5","16.9",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000","MORT_30_PN","Death rate for pneumonia patients","No Different Than the National Rate","523","15.6","13.1","18.6",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000","MORT_30_STK","Death rate for stroke patients","No Different Than the National Rate","242","16.1","12.7","20.1",,"2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000","PSI_10_POST_KIDNEY","Postoperative Acute Kidney Injury Requiring Dialysis Rate","No Different Than the National Rate","1306","1.58","0.5","2.65",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000","PSI_11_POST_RESP","Postoperative Respiratory Failure Rate","No Different Than the National Rate","1015","10.68","5.75","15.61",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000","PSI_12_POSTOP_PULMEMB_DVT","Serious blood clots after surgery","No Different Than the National Rate","2604","4.55","2.58","6.53",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000","PSI_13_POST_SEPSIS","Blood stream infection after surgery","No Different Than the National Rate","1274","3.22","0.35","6.09",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000","PSI_14_POSTOP_DEHIS","A wound that splits open after surgery on the abdomen or pelvis","No Different Than the National Rate","486","0.85","0","1.85",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000","PSI_15_ACC_LAC","Accidental cuts and tears from medical treatment","No Different Than the National Rate","1451","1.40","0.3","2.5",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000","PSI_3_ULCER","Pressure sores","No Different Than the National Rate","6701","0.76","0.24","1.27",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000","PSI_4_SURG_COMP","Deaths among Patients with Serious Treatable Complications after Surgery","No Different Than the National Rate","83","174.94","131.27","218.61",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000","PSI_6_IAT_PTX","Collapsed lung due to medical treatment","No Different Than the National Rate","7680","0.39","0.19","0.59",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000","PSI_8_POST_HIP","Broken hip from a fall after surgery","No Different Than the National Rate","6981","0.11","0.03","0.2",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000","PSI_90_SAFETY","Serious complications","No Different Than the National Value","Not Available","1.14","0.87","1.41",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010090","PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL","36608","MOBILE","(251) 633-1000","PSI_9_POST_HEM","Perioperative Hemorrhage or Hematoma Rate","No Different Than the National Rate","2387","2.77","1.54","3.99",,"2016-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010091","GROVE HILL MEMORIAL HOSPITAL","295 JACKSON HWY S","GROVE HILL","AL","36451","CLARKE","(251) 275-3191","COMP_HIP_KNEE","Rate of complications for hip/knee replacement patients","Not Available","Not Available","Not Available","Not Available","Not Available","5","2015-04-01T00:00:00.000","2018-03-31T00:00:00.000"
"010091","GROVE HILL MEMORIAL HOSPITAL","295 JACKSON HWY S","GROVE HILL","AL","36451","CLARKE","(251) 275-3191","MORT_30_AMI","Death rate for heart attack patients","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
"010091","GROVE HILL MEMORIAL HOSPITAL","295 JACKSON HWY S","GROVE HILL","AL","36451","CLARKE","(251) 275-3191","MORT_30_CABG","Death rate for CABG surgery patients","Not Available","Not Available","Not Available","Not Available","Not Available","5","2015-07-01T00:00:00.000","2018-06-30T00:00:00.000"
